Level;Name/Id;Index (Revision);Versión;Maturity.x;Designation.x;English Designation;Ruta;Route State;Tarea;Assignee;Approval Status;Comentarios;Field of Expertise;Designation.y;Maturity.y;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;causa_rechazo;validacion_andres
1;2D0003218P;---;16;Refused;VITRE LUNETTE CHAUFFANTE TEINTEE;WDW-BACKLITE,CHAUFFANTE TEINTEE;R-0012912;Stopped;"
Route Node
Route Node
Route Node
IT-0044487
IT-0044410
IT-0044411
IT-0044412
IT-0044413";"
lb00113
POOL_LIAISONS ELECTRIQUES
POOL_NORMALISATION RTA
pm09644
POOL_RECYCLAGE VHC HORS USAGE
POOL_VITRAGE SECURITE
POOL_INFLAMMABILITE MATERIAU
POOL_RETROVISEUR";"
Reject
Reject
Reject
Reject
None
None
None
None";"Ajouter pools LIAISONS ELECTRIQUES et DE TC RTA em circuit signature 
NPDM
Vérifier avec TDE pour évolution indice pièce, et retirer reglementation DEGIVRAGE DESEMBUAGE em pieçes 903002359R et 903000622R 
Corriger quantite sigle """"R"""" pg 01
Ajouter cartouche Renault pg 02 , 03 et 04
Ajouter pools LIAISONS ELECTRIQUES et DE TC RTA em circuit signature 
NPDM
Vérifier avec TDE pour évolution indice pièce, et retirer reglementation DEGIVRAGE DESEMBUAGE em pieçes 903002359R et 903000622R 
Corriger quantite sigle """"R"""" pg 01
Ajouter cartouche Renault pg 02 , 03 et 04
Ajouter pools LIAISONS ELECTRIQUES et DE TC RTA em circuit signature 
NPDM
Vérifier avec TDE pour évolution indice pièce, et retirer reglementation DEGIVRAGE DESEMBUAGE em pieçes 903002359R et 903000622R 
Corriger quantite sigle """"R"""" pg 01
Ajouter cartouche Renault pg 02 , 03 et 04
MAJ PLAN";"
normalisateur
normalisateur
normalisateur

POOL_RECYCLAGE VHC HORS USAGE
POOL_VITRAGE SECURITE
POOL_INFLAMMABILITE MATERIAU
POOL_RETROVISEUR";VITRE LUNETTE CHAUFFANTE TEINTEE;Refused;6;8;0,75;43;VISIBILITE;X52;F10707;Fonction;VITRE DE LUNETTE ARRIERE;Renault;8;Projet;X52 MERCOSUL;;NA;NA;2;;0RDBA;NA;1;Valide;"	";05/06/2015;F10707/AA;NA;;VITRE DE LUNETTE AR;7007.11;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;COR;0RDBA;Officielle;;;;BE;;NA;;903008098R;VITRE LUNETTE CHAUFFANTE TEINTEE;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle;COR;NA;RSE;NA;-;4AZ;;SAINT GOBAIN ARGENTINA;49;903004216R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;---;BE;---;BE;NA;6,332;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;23;;forma;
1;2D0003495P;---;2;Refused;VITRE MOBILE PORTE AR G;WDW-MOBILE, RR LH DOOR;R-0013184;Stopped;"IT-0045350
IT-0045351
IT-0045352
IT-0045353
IT-0045354
IT-0045355";"lb01341
la75170
ay09150
a066244
la00056
ay11455";"Reject
Approve
Approve
None
Reject
None";"Verifier avec TDE pour evolution indice pieçes 823014171R et 823000473R ajouter sigle """"S"""" em code R S E - après lier nouvelle indice pieçe



Verifier avec TDE pour evolution indice pieçes 823014171R et 823000473R ajouter sigle """"S"""" em code R S E - après lier nouvelle indice pieçe";"normalisateur

POOL_RECYCLAGE VHC HORS USAGE
POOL_VITRAGE SECURITE
Designer/Concepteur
";VITRE MOBILE PORTE AR G;Refused;1;2;0,5;43;VISIBILITE;X52;F10708;Fonction;VITRE DE PORTE ARRIERE;Renault;3;Projet;B52;;NA;NA;9;;0RDBA;NA;1;Valide;"	";05/06/2015;F10708/AC;NA;;VITRE MOBILE PORTE AR D;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;COR;0RDBA;Officielle;;;;BE;;NA;;823000473R;VITRE MOBILE PORTE AR D TEINTEE;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle;COR;NA;RS-;NA;-;4AZ;;SAINT GOBAIN ARGENTINA;89;823006406R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;2,457;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;3;;forma;
1;2D0002425P;---;5;Refused;BRAS BALAI E/PBR COTE PSG;ARM-BLADE, WS WIPER PASS SIDE;R-0010858;Stopped;"IT-0037875
IT-0037876
IT-0037877
IT-0037878
IT-0037879
IT-0037874";"POOL_NORMALISATION RTA
lb14018
lb00113
POOL_ESSUYAGE LAVAGE
a030348
POOL_MATERIAUX POLYMERES DE-TC RTA";"None
Reject
None
None
Approve
None";"2D0002425P BRAS BALAI E/PBR COTE PSG --- 005
Il faut actualiser la codification corrosion selon le CDC 47-01-00/--D (pas As2/Pe0/V/Fo/NG/NT/L/Z2/Z5/Z6), confirmer avec le PPC CORROSION du projet.
Indiquer l'indice de la norme 00-10-415 -- / R (pas Q);
Indiquer l'indice de la norme 00-10-050 -- / M (pas J);";"
Pool Metallique

POOL_ESSUYAGE LAVAGE
POOL_SAILLIE EXTERIEURE
";BRAS BALAI E/PBR COTE PSG;Refused;4;6;0,6666667;43;VISIBILITE;X52;F10310;Fonction;ESSUIE PARE-BRISE;Renault;1;Projet;DIRECTION A GAUCHE;;NA;NA;6;;0RDBA;NA;2;Valide;"	";05/06/2015;F10310/AC;NA;;BRAS BALAI D' ESSUIE PARE-BRISE COTE PASSAGER;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; COR,UAS;0RDBA;Officielle;;;;BE;;NA;;288868878R;BRAS BALAI E/PBR COTE PSG;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle; COR,UAS,OCM;NA;R--;NA;-;WDR;;VALEO SIST AUTOMOTIVOS DIV L;BD;;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,442;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;14;;técnico;
1;8200609542;--C;8;Refused;BOUCHON RESERVOIR LAVE-VITRE;CAP-RESVR WDW WASHER;R-0141786;Stopped;"IT-0471849
IT-0471850";"ac61598
ay12682";"Reject
None";"Manque croix au dessus du règlement 1008/2010.
Vignette 041";"POOL_ESSUYAGE LAVAGE
";BOUCHON RESERVOIR LAVE-VITRE;Refused;4;5;0,8;43;VISIBILITE;X79;F10573;Fonction;RESERVOIR DE LIQUIDE DE LAVAGE;Renault;1;Projet;H79/AVEC ELA;;NA;NA;1;MOP;0RDBA;NA;1;Valide;"	";03/04/2019;F10573/AA;NA;;BOUCHON DE RESERVOIR DE LAVE VITRE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0RDBA;Officielle;;;;BE;;NA;;8200609542;BOUCHON RESERVOIR LAVE-VITRE;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; EXT,MOP,RMA,UAS,IPK;NA;R--;NA;-;PPU;;UAMT S A;3M;;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;MPPU Pièce Plus Utilisée Module;27/03/2014;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,008;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;4;;técnico;
1;8200609542;#¿NOMBRE?;3;Refused;BOUCHON RESERVOIR LAVE-VITRE;CAP-TANK WDW WASH;R-0099056;Stopped;"IT-0319136
IT-0319137
IT-0319138";"ac61598
ay09150
ay12682";"Reject
Approve
None";"Add on 041 label cross above UE/1008/2010.
the part is not target for recycling pool, it is too small ( 9 grams ). for next evolution please remove recycling label and don't add recycling pool into signatures circuit. MDS file Ok.

the material from Component table is PE-LD but the material marking is PE. It should be same material designation, please correct";"POOL_ESSUYAGE LAVAGE
POOL_RECYCLAGE VHC HORS USAGE
";BOUCHON RESERVOIR LAVE-VITRE;Refused;4;5;0,8;43;VISIBILITE;X79;F10573;Fonction;RESERVOIR DE LIQUIDE DE LAVAGE;Renault;1;Projet;H79/AVEC ELA;;NA;NA;1;MOP;0RDBA;NA;1;Valide;"	";03/04/2019;F10573/AA;NA;;BOUCHON DE RESERVOIR DE LAVE VITRE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0RDBA;Officielle;;;;BE;;NA;;8200609542;BOUCHON RESERVOIR LAVE-VITRE;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; EXT,MOP,RMA,UAS,IPK;NA;R--;NA;-;PPU;;UAMT S A;3M;;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;MPPU Pièce Plus Utilisée Module;27/03/2014;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,008;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;4;;técnico;
1;2D0017568P;---;1;Refused;RETROVISEUR INT ELECTROCHROME;MIRROR-ELECTROCHROME,INSIDE;R-0055099;Stopped;"IT-0174676
IT-0174677
IT-0174678
IT-0174679";"a034268
POOL_RECYCLAGE VHC HORS USAGE
POOL_INFLAMMABILITE MATERIAU
POOL_RETROVISEUR";"Reject
None
None
None";NOK nbre de siglage R => 4 et pas 8Merci de vérifer avec RSSH si le domaine est bien à intégrer;;RETROVISEUR INT ELECTROCHROME;Refused;5;6;0,8333333;43;VISIBILITE;XHA;F10583;Fonction;RETROVISEUR INTERIEUR;Renault;3;Projet;HHA ELECTROCHROME;;NA;NA;1;;0RDBA;NA;1;Valide;"	";28/07/2016;F10583/AA;NA;;RETROVISEUR INT;7009.1;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORU;0RDBA;Officielle;;;;BE;;NA;;963215452R;RETROVISEUR INT ELECTROCHROME;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; ORU,VAL;NA;R-E;NA;-;YHR;;GENTEX CORPORATION;CB;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;;;;--C;BE;--C;BE;NA;0,487;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;8;;forma;
1;2D0004814P;#¿NOMBRE?;12;Refused;RETROVISEUR EXT G;MIRROR-OTR LH;R-0031611;Stopped;"IT-0104354
IT-0104355
IT-0104356
IT-0104357
IT-0104358
IT-0104359
IT-0104360";"z006429
a073500
ay09150
ac61662
z004410
a073980
a066244";"Approve
Approve
Approve
Approve
Approve
Reject
Approve";"The revision level of title block """"Laison electrique /Electrical connection"""" shall be the same than title block """"Renault"""" of the drawing.

Ok

OK
Sheet 1: in the table 'Lighting installation', miss KOREA and China.
Sheet 6 and 12: add a table with the number of regulation for ECE, Korea and China.
Sheet 12: add the approval marking (ECE and China).
Planche 1
le CDC 32-09-898 doit avoir un indice écrit et une CSR R(069)";"
POOL_COMPATIBILITE ELECTROMAGNETIQUE
POOL_RECYCLAGE VHC HORS USAGE
POOL_AMENAGEMENT INTERIEUR
POOL_INFLAMMABILITE MATERIAU
POOL_INSTALLATION ECLAIRAGE
POOL_RETROVISEUR";RETROVISEUR EXT G;Refused;10;13;0,7692308;43;VISIBILITE;XHA;F10234;Fonction;COQUILLE DE RETROVISEUR EXT;Renault;1;Projet;HHA RETRO NON TON CAISSE;;NA;NA;1;;0M000;NA;1;Valide;"	";27/11/2014;F10234/AA;NA;;COQUILLE DE RETROVISEUR EXT D;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; ORU,UAS;0M000;Officielle;;;;BE;;NA;;963749835R;COQUILLE RTRV EXT D;PIE;Renault;65410;VQ1;Renault;NA; PCE Pièce, Unité;;;;EXT;65410;Officielle; UPL,VAL,UAS,ORU;NA;R-E;NA;-;PPU;;SMR AUTOMOTIVE SYSTEMS FRANC;8A;;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;MPPU Pièce Plus Utilisée Module;23/10/2014;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,096;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;10;;forma;
1;8200609542;--C;7;Refused;BOUCHON RESERVOIR LAVE-VITRE;CAP-RESVR WDW WASHER;R-0117460;Stopped;"IT-0382747
IT-0382748";"ay12682
ac61598";"None
Reject";"31-07-050 = Engine cooling system convergent !
It is wrong number for tank cover.

Same comment a second time !";"
POOL_ESSUYAGE LAVAGE";BOUCHON RESERVOIR LAVE-VITRE;Refused;4;5;0,8;43;VISIBILITE;X79;F10573;Fonction;RESERVOIR DE LIQUIDE DE LAVAGE;Renault;1;Projet;H79/AVEC ELA;;NA;NA;1;MOP;0RDBA;NA;1;Valide;"	";03/04/2019;F10573/AA;NA;;BOUCHON DE RESERVOIR DE LAVE VITRE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0RDBA;Officielle;;;;BE;;NA;;8200609542;BOUCHON RESERVOIR LAVE-VITRE;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; EXT,MOP,RMA,UAS,IPK;NA;R--;NA;-;PPU;;UAMT S A;3M;;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;MPPU Pièce Plus Utilisée Module;27/03/2014;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,008;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;4;;técnico;
1;2D0004814P;---;8;Refused;RETROVISEUR EXT G;MIRROR-OTR LH;R-0025061;Stopped;"IT-0083643
IT-0083645
IT-0083646
IT-0083647
IT-0083648
IT-0083644";"z006429
ay09150
z004410
a073980
a066244
ac61662";"Approve
Approve
Approve
Reject
None
None";"the part weight is different between drawing and MDS file, over than 5%  ( for 963022738R --C; 963015416R --C; 963011851R --A; 963023778R --A )
OK
Sheet 1: in the table 'Lighting Installation', add Chinese regulation (CCC marking in the sheet 8).
Sheet 8 :
- miss the table 'dimension of apparent surface and position of reference axis'
- the geometrical angles of visibility must be esteemed with regard to the edges of the apparent surface (lighting area).";"
POOL_RECYCLAGE VHC HORS USAGE
POOL_INFLAMMABILITE MATERIAU
POOL_INSTALLATION ECLAIRAGE
POOL_RETROVISEUR
POOL_COMPATIBILITE ELECTROMAGNETIQUE";RETROVISEUR EXT G;Refused;10;13;0,7692308;43;VISIBILITE;XHA;F10234;Fonction;COQUILLE DE RETROVISEUR EXT;Renault;1;Projet;HHA RETRO NON TON CAISSE;;NA;NA;1;;0M000;NA;1;Valide;"	";27/11/2014;F10234/AA;NA;;COQUILLE DE RETROVISEUR EXT D;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; ORU,UAS;0M000;Officielle;;;;BE;;NA;;963749835R;COQUILLE RTRV EXT D;PIE;Renault;65410;VQ1;Renault;NA; PCE Pièce, Unité;;;;EXT;65410;Officielle; UPL,VAL,UAS,ORU;NA;R-E;NA;-;PPU;;SMR AUTOMOTIVE SYSTEMS FRANC;8A;;Oui;NA;NA;Non définie;Non définie;Initialisation par PDP;MPPU Pièce Plus Utilisée Module;23/10/2014;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,096;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;10;;técnico;
1;2D0013821P;---;1;Refused;RETROVISEUR INT;MIRROR-INSIDE;R-0043867;Stopped;"IT-0141352
IT-0141353
IT-0141356
IT-0141354
IT-0141355";"a030646
ay09150
a066244
a034082
ay09603";"Approve
Approve
Reject
Approve
Approve";"Ok if this part is not sold for USA Market. If this part is sold on USA market, the specification in Flammability nota is 80 instead of 100 mm/min.
add commercial designation of materials
Sheet 1 :
Why a specification for outside mirror for this inside mirror? No Link for X06. Suppress 32-09-036/--A.
Put CSR R069 in front of spec 32-09-881/--E.
RRSH 069 Rearview Mirror : Suppress CNCA and FMVSS.
Sheet 2 :
Marking are not complying with RRSH R069 Label.
Rajouter et sigler """"R002""""  le nota : """"Rayons contactables >3.2mm."""" / Add and siggle """"R002"""" nota : """"Contactables radius > 3.2mm""""";"

POOL_RETROVISEUR
POOL_AMENAGEMENTINTERIEUR
LTL Vitrages- Retrovision";RETROVISEUR INT;Refused;1;2;0,5;43;VISIBILITE;X52;F10583;Fonction;RETROVISEUR INTERIEUR;Renault;1;Projet;X52;;NA;NA;1;;0M000;NA;1;Valide;"	 7700413867";18/03/2014;F10583/AA;NA;;RETROVISEUR INT;7009.1;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; OCM,ORA,IZH,TOA,TAN,RMA,MOP;0M000;Officielle;;;;BE;;NA;;7700838529;RETROVISEUR INT;PIE;Renault;65400;XCP;Renault;7700838529; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle; UPL,OCM,SOV,MOP,UAS,ORU,MAH,RMA,DPE,BUR,REV,VAL,COR,AGV,LUT,NB1,VUC,NSA,PLS,TOA,IZH,TAN,ORA,LHA;NA;R--;NA;-;YHR;;MAGNA SLOVTECA SRO.;HS;;Oui;NA;NA;Standardisation;Module Alliance;Initialisation par PDP;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,2;Pesée pièce série;;;Plan de définition obligatoire;Renault;Plan;---;2;;técnico;
1;2D0017568P;---;7;Refused;RETROVISEUR INT ELECTROCHROME;MIRROR-ELECTROCHROME,INSIDE;R-0063337;Stopped;"IT-0201496
IT-0201497
IT-0201498
IT-0201499";"a073500
a030646
POOL_RETROVISEUR
a034268";"Approve
Approve
None
None";OK;"POOL_COMPATIBILITEELECTROMAGNETIQUE
POOL_INFLAMMABILITEMATERIAU

";RETROVISEUR INT ELECTROCHROME;Refused;5;6;0,8333333;43;VISIBILITE;XHA;F10583;Fonction;RETROVISEUR INTERIEUR;Renault;3;Projet;HHA ELECTROCHROME;;NA;NA;1;;0RDBA;NA;1;Valide;"	";28/07/2016;F10583/AA;NA;;RETROVISEUR INT;7009.1;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORU;0RDBA;Officielle;;;;BE;;NA;;963215452R;RETROVISEUR INT ELECTROCHROME;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; ORU,VAL;NA;R-E;NA;-;YHR;;GENTEX CORPORATION;CB;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;;;;--C;BE;--C;BE;NA;0,487;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;8;;procedimiento;
1;2D0017568P;---;5;Refused;RETROVISEUR INT ELECTROCHROME;MIRROR-ELECTROCHROME,INSIDE;R-0061877;Stopped;"IT-0196542
IT-0196543
IT-0196544
IT-0196545
IT-0196546";"POOL_COMPATIBILITE ELECTROMAGNETIQUE
a034082
a030646
POOL_RETROVISEUR
a034268";"None
Reject
Approve
None
None";"Non concerné par l'Aménagement Intérieur. Merci de retirer la vignette du plan et de retirer de la liste des destinataires. Not impacted by Interior Fitting regulation. Please  remove """"R002"""" vignette on drawing and remove interior fitting pool from the GDG/NPDM list of recipients.
ok";"
POOL_AMENAGEMENTINTERIEUR
POOL_INFLAMMABILITEMATERIAU

";RETROVISEUR INT ELECTROCHROME;Refused;5;6;0,8333333;43;VISIBILITE;XHA;F10583;Fonction;RETROVISEUR INTERIEUR;Renault;3;Projet;HHA ELECTROCHROME;;NA;NA;1;;0RDBA;NA;1;Valide;"	";28/07/2016;F10583/AA;NA;;RETROVISEUR INT;7009.1;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORU;0RDBA;Officielle;;;;BE;;NA;;963215452R;RETROVISEUR INT ELECTROCHROME;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; ORU,VAL;NA;R-E;NA;-;YHR;;GENTEX CORPORATION;CB;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;;;;--C;BE;--C;BE;NA;0,487;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;8;;técnico;
1;969509388R;#¿NOMBRE?;4;Refused;CONSOLE CTL HRZ SIEGE 2EME RNG;CONSOLE BOX-2ND SEAT ROW,FR;R-0051855;Stopped;"IT-0165534
IT-0165535";"z009468
z013747";"None
Reject";?R? symbol is missing near the CDC 74-03-005/--E. Please check and update.;"
POOL_NORMALISATIONRNTBCI";CONSOLE CTL HRZ SIEGE 2EME RNG;Refused;1;5;0,2;51;PLANCHE DE BORD;XHA;F10222;Fonction;CONSOLE CTL DE PLANCHE DE BORD;Renault;5;Projet;HHA IND EA1 EA2;;NA;NA;3;;0INDE;NA;5;Valide;"	";27/04/2017;F10222/AS;NA;;TRAPPE ACCES PRISE DIAGNOSTIC SUR CONSOLE CENTRALE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;0INDE;Officielle;;;;BE;;NA;;969509388R;CONSOLE CTL HRZ SIEGE 2EME RNG;PIE;Renault;0INDE;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;0INDE;Officielle;CHN;NA;RQ-;NA;-;;;;AP;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,031;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;6;;forma;
1;687747318R;#¿NOMBRE?;7;Refused;CONDUIT VENTILATION LAT D;DUCT-VENT, RH SIDE;R-0049255;Stopped;"IT-0157917
IT-0157918";"z009468
z009352";"None
Reject";Update as discussed;"
POOL_NORMALISATIONRNTBCI";CONDUIT VENTILATION LAT D;Refused;4;8;0,5;51;PLANCHE DE BORD;XHA;F17369;Fonction;VENTILATION PLANCHE DE BORD;Renault;6;Projet;HHA INDE E1/E2;;NA;NA;2;;0INDE;NA;1;Valide;"	";27/03/2017;F17369/AE;NA;;CONDUIT VENTILATION LAT D DE PLANCHE DE BORD;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;0INDE;Officielle;;;;BE;;NA;;687747318R;CONDUIT VENTILATION LAT D;PIE;Renault;0INDE;;Renault;NA; PCE Pièce, Unité;;;;EXT;0INDE;Officielle;CHN;NA;R--;NA;-;;;;NF;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,26;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;13;;procedimiento;
1;2D0016564P;---;1;Refused;CONSOLE ASSY-CTR   ;CONSOLE ASSY-CTR   ;R-0051950;Stopped;"IT-0165869
IT-0165870";"z013747
z009468";"Reject
None";1.Add the Supplier drawing index in Renault title block.2.Add the Functional part number in Renault title block.;"POOL_NORMALISATIONRNTBCI
";CONSOLE ASSY-CTR   ;Refused;2;5;0,4;51;PLANCHE DE BORD;XHA;F10222;Fonction;CONSOLE CTL DE PLANCHE DE BORD;Renault;6;Projet;HHA IND EA4;;NA;NA;4;;0INDE;NA;3;Valide;"	";17/08/2017;F10222/AD;NA;;CONSOLE CTL DE PLANCHE DE BORD EQP;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;0INDE;Officielle;;;;BE;;NA;;969104743R;CONSOLE CTL PLANCHE BORD ASS;PIE;Renault;0INDE;;Renault;NA; PCE Pièce, Unité;;;;EXT;0INDE;Officielle;CHN;NA;R--;NA;-;;;;ZL;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,583;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;6;;procedimiento;
1;2D0002271P;---;2;Refused;ENJOLIVEUR FACADE CTL;MLDG-CTR FASCIA;R-0010386;Stopped;"IT-0036320
IT-0036321
IT-0036322
IT-0036323
IT-0036324
IT-0036325";"lb00179
lb01341
ay09150
POOL_INFLAMMABILITE MATERIAU
a192101
lb13991";"None
None
Reject
None
None
Approve";"add the recycling standard 00-10-60 --D on the drawing and mark the recyclable materials from the Component table with  """"R064""""


manqué l'effort de montage et démontage";"

POOL_RECYCLAGE VHC HORS USAGE
POOL_INFLAMMABILITE MATERIAU
POOL_CHOC FRTL PRTN OCCUPANT
POOL_MATERIAUX POLYMERES DE-TC RTA";ENJOLIVEUR FACADE CTL;Refused;3;4;0,75;51;PLANCHE DE BORD;X52;F17130;Fonction;ENJOLIVEUR DE PLANCHE DE BORD;Renault;8;Projet;RS - MERCOSUR.;;NA;NA;1;;RSPOR;NA;1;Valide;"	";09/09/2014;F17130/AF;NA;;ENJOLIVEUR FACADE CTL;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;RSPOR;Officielle;;;;BE;;NA;COULEUR DARK METAL;681044243R;ENJOLIVEUR FACADE CTL;PIE;Renault;RSPOR;;Renault;NA; PCE Pièce, Unité;;;;EXT;RSPOR;Officielle;UAS;NA;RQ-;NA;-;YLR;;IBER OLEFF BRASIL LTDA;SV;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;0,095;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;9;;técnico;
